X	Predicted.sequence.orientation	Kingdom	Kingdom.certainty	Phylum	Phylum.certainty	Class	Class.certainty	Order	Order.certainty	Family	Family.certainty	Genus	Genus.certainty	Species	Species.certainty
ASV_11106	+	Fungi	100%	Fungi_unidentified	50%	Fungi_unidentified_1	50%	Fungi_unidentified_1	50%	Fungi_unidentified_1_1	50%	Fungi_unidentified_1_1	50%	Fungi_sp|SH196428.06FU	50%
ASV_11107	-	Fungi	100%	Ascomycota	91%	Sordariomycetes	71%	Sordariales	45%	Lasiosphaeriaceae	30%	Cercophora	19%	Cercophora_samala|SH234978.06FU	19%
ASV_11108	+	Fungi	100%	Glomeromycota	19%	Glomeromycetes	18%	Diversisporales	9%	Gigasporaceae	6%	Scutellospora	6%	Scutellospora_heterogama|SH197032.06FU	4%
ASV_11109	-	Fungi	100%	Ascomycota	100%	Leotiomycetes	35%	Helotiales	35%	Helotiaceae	35%	Tricladium	34%	Tricladium_sp|SH241578.06FU	29%
ASV_11110	-	Fungi	100%	Fungi_unidentified	94%	Fungi_unidentified_1	94%	Fungi_unidentified_1	94%	Fungi_unidentified_1_1	94%	Fungi_unidentified_1_1	94%	Fungi_sp|SH240155.06FU	94%
ASV_11111	+	Fungi	100%	Ascomycota	92%	Dothideomycetes	79%	Pleosporales	70%	Sporormiaceae	65%	Sporormiaceae_unidentified	34%	Sporormiaceae_sp|SH190502.06FU	34%
ASV_11112	-	Fungi	100%	Ascomycota	98%	Dothideomycetes	38%	Dothideomycetes_unidentified	38%	Dothideomycetes_unidentified_1	38%	Dothideomycetes_unidentified_1	38%	Dothideomycetes_sp|SH216443.06FU	38%
ASV_11113	-	Fungi	100%	Zygomycota	98%	Incertae_sedis_10	98%	Mortierellales	98%	Mortierellaceae	98%	Mortierella	98%	Mortierella_sp|SH228359.06FU	85%
ASV_11114	-	Fungi	100%	Ascomycota	38%	Incertae_sedis_14	9%	Incertae_sedis_15	9%	Incertae_sedis_16	9%	Knufia	2%	Knufia_perforans|SH209750.06FU	2%
ASV_11115	-	Fungi	100%	Ascomycota	99%	Sordariomycetes	88%	Sordariales	86%	Lasiosphaeriaceae	86%	Podospora	85%	Podospora_sp|SH223422.06FU	57%
ASV_11116	+	Fungi	100%	Fungi_unidentified	17%	Fungi_unidentified_1	17%	Fungi_unidentified_1	17%	Fungi_unidentified_1_1	17%	Fungi_unidentified_1_1	17%	Fungi_sp|SH235187.06FU	15%
ASV_11117	-	Fungi	100%	Basidiomycota	87%	Agaricomycetes	87%	Agaricomycetes_unidentified	54%	Agaricomycetes_unidentified_1	54%	Agaricomycetes_unidentified_1	54%	Agaricomycetes_sp|SH199701.06FU	54%
ASV_11118	+	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Agaricaceae	100%	Cyathus	100%	Cyathus_stercoreus|SH189899.06FU	100%
ASV_11119	-	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Agaricaceae	100%	Cyathus	100%	Cyathus_stercoreus|SH189899.06FU	100%
ASV_11120	+	Fungi	100%	Basidiomycota	97%	Agaricomycetes	97%	Agaricales	95%	Psathyrellaceae	89%	Psathyrella	84%	Psathyrella_squamosa|SH199707.06FU	30%
ASV_11121	-	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Agaricaceae	100%	Cyathus	100%	Cyathus_stercoreus|SH189899.06FU	100%
ASV_11122	-	Fungi	100%	Ascomycota	99%	Ascomycota_unidentified	87%	Ascomycota_unidentified_1	87%	Ascomycota_unidentified_1	87%	Ascomycota_unidentified_1_1	87%	Ascomycota_sp|SH222046.06FU	87%
ASV_11123	+	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Agaricaceae	100%	Cyathus	100%	Cyathus_stercoreus|SH189899.06FU	100%
ASV_11124	-	Fungi	100%	Zygomycota	91%	Incertae_sedis_10	91%	Mortierellales	91%	Mortierellaceae	91%	Mortierella	91%	Mortierella_sarnyensis|SH228364.06FU	50%
ASV_11125	-	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Agaricaceae	100%	Cyathus	100%	Cyathus_stercoreus|SH189899.06FU	100%
ASV_11126	+	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Agaricaceae	100%	Cyathus	100%	Cyathus_stercoreus|SH189899.06FU	100%
ASV_11127	+	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Agaricaceae	100%	Cyathus	100%	Cyathus_stercoreus|SH189899.06FU	100%
ASV_11128	+	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Agaricaceae	100%	Cyathus	100%	Cyathus_stercoreus|SH189899.06FU	100%
ASV_11129	-	Fungi	100%	Basidiomycota	89%	Agaricomycetes	89%	Agaricomycetes_unidentified	50%	Agaricomycetes_unidentified_1	50%	Agaricomycetes_unidentified_1	50%	Agaricomycetes_sp|SH199701.06FU	50%
ASV_11130	-	Fungi	100%	Ascomycota	30%	Saccharomycetes	17%	Saccharomycetales	17%	Saccharomycetaceae	15%	Naumovozyma	15%	Naumovozyma_sp_QMW_2012|SH236489.06FU	15%
ASV_11131	-	Fungi	100%	Zygomycota	97%	Incertae_sedis_10	97%	Mortierellales	97%	Mortierellaceae	96%	Mortierella	96%	Mortierella_sp|SH228359.06FU	85%
ASV_11132	+	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Psathyrellaceae	100%	Coprinellus	100%	Coprinellus_sp|SH199708.06FU	88%
ASV_11133	-	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Psathyrellaceae	100%	Coprinellus	100%	Coprinellus_sp|SH199708.06FU	89%
ASV_11134	-	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Psathyrellaceae	100%	Coprinellus	100%	Coprinellus_sp|SH199708.06FU	89%
ASV_11135	-	Fungi	100%	Basidiomycota	97%	Agaricomycetes	96%	Cantharellales	94%	Ceratobasidiaceae	94%	Thanatephorus	77%	Thanatephorus_cucumeris|SH207643.06FU	37%
ASV_11136	+	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Psathyrellaceae	100%	Coprinellus	100%	Coprinellus_sp|SH199708.06FU	91%
ASV_11137	+	Fungi	100%	Basidiomycota	82%	Agaricomycetes	82%	Agaricomycetes_unidentified	50%	Agaricomycetes_unidentified_1	50%	Agaricomycetes_unidentified_1	50%	Agaricomycetes_sp|SH199701.06FU	50%
ASV_11138	+	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Psathyrellaceae	100%	Coprinellus	100%	Coprinellus_sp|SH199708.06FU	86%
ASV_11139	+	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Psathyrellaceae	100%	Coprinellus	100%	Coprinellus_sp|SH199708.06FU	91%
ASV_11140	-	Fungi	100%	Ascomycota	99%	Sordariomycetes	93%	Hypocreales	92%	Nectriaceae	20%	Nectriaceae_unidentified	16%	Nectriaceae_sp|SH206758.06FU	16%
ASV_11141	+	Fungi	100%	Ascomycota	100%	Sordariomycetes	99%	Hypocreales	88%	Nectriaceae	63%	Nectria	40%	Nectria_aurantiaca|SH205600.06FU	40%
ASV_11142	+	Fungi	100%	Basidiomycota	100%	Tremellomycetes	100%	Filobasidiales	100%	Filobasidiaceae	100%	Cryptococcus	100%	Cryptococcus_sp|SH215221.06FU	100%
ASV_11143	-	Fungi	100%	Fungi_unidentified	52%	Fungi_unidentified_1	52%	Fungi_unidentified_1	52%	Fungi_unidentified_1_1	52%	Fungi_unidentified_1_1	52%	Fungi_sp|SH196428.06FU	33%
ASV_11144	-	Fungi	100%	Basidiomycota	90%	Tremellomycetes	89%	Tremellales	76%	Incertae_sedis_12	74%	Cryptococcus_1	69%	Cryptococcus_sp|SH215220.06FU	69%
ASV_11145	+	Fungi	100%	Ascomycota	100%	Dothideomycetes	100%	Capnodiales	100%	Mycosphaerellaceae	100%	Septoria	66%	Septoria_glycines|SH212694.06FU	65%
ASV_11146	-	Fungi	100%	Fungi_unidentified	97%	Fungi_unidentified_1	97%	Fungi_unidentified_1	97%	Fungi_unidentified_1_1	97%	Fungi_unidentified_1_1	97%	Fungi_sp|SH195711.06FU	50%
ASV_11147	+	Fungi	100%	Ascomycota	100%	Sordariomycetes	100%	Hypocreales	91%	Nectriaceae	71%	Nectria	47%	Nectria_aurantiaca|SH205600.06FU	46%
ASV_11148	+	Fungi	100%	Fungi_unidentified	20%	Fungi_unidentified_1	20%	Fungi_unidentified_1	20%	Fungi_unidentified_1_1	20%	Fungi_unidentified_1_1	20%	Fungi_sp|SH202159.06FU	17%
ASV_11149	-	Fungi	100%	Ascomycota	100%	Sordariomycetes	98%	Sordariomycetes_unidentified	95%	Sordariomycetes_unidentified_1	95%	Sordariomycetes_unidentified_1	95%	Sordariomycetes_sp|SH233630.06FU	95%
ASV_11150	-	Fungi	100%	Zygomycota	92%	Incertae_sedis_10	92%	Mortierellales	92%	Mortierellaceae	92%	Mortierella	92%	Mortierella_sarnyensis|SH228364.06FU	53%
ASV_11151	+	Fungi	100%	Ascomycota	98%	Sordariomycetes	97%	Sordariomycetes_unidentified	94%	Sordariomycetes_unidentified_1	94%	Sordariomycetes_unidentified_1	94%	Sordariomycetes_sp|SH233630.06FU	94%
ASV_11152	+	Fungi	100%	Ascomycota	98%	Sordariomycetes	95%	Sordariomycetes_unidentified	75%	Sordariomycetes_unidentified_1	75%	Sordariomycetes_unidentified_1	75%	Sordariomycetes_sp|SH233630.06FU	74%
ASV_11153	+	Fungi	100%	Basidiomycota	99%	Agaricomycetes	96%	Cantharellales	95%	Ceratobasidiaceae	95%	Ceratobasidiaceae_unidentified	56%	Ceratobasidiaceae_sp|SH222145.06FU	46%
ASV_11154	+	Fungi	100%	Basidiomycota	99%	Agaricomycetes	97%	Cantharellales	96%	Ceratobasidiaceae	96%	Ceratobasidiaceae_unidentified	57%	Ceratobasidiaceae_sp|SH222145.06FU	47%
ASV_11155	+	Fungi	100%	Ascomycota	96%	Dothideomycetes	75%	Pleosporales	68%	Sporormiaceae	66%	Sporormiaceae_unidentified	27%	Sporormiaceae_sp|SH190502.06FU	27%
ASV_11156	+	Fungi	100%	Ascomycota	94%	Sordariomycetes	85%	Sordariales	73%	Lasiosphaeriaceae	70%	Lasiosphaeriaceae_unidentified	53%	Lasiosphaeriaceae_sp|SH198466.06FU	52%
ASV_11157	+	Fungi	100%	Ascomycota	77%	Sordariomycetes	77%	Sordariales	77%	Chaetomiaceae	77%	Trichocladium	77%	Trichocladium_asperum|SH234966.06FU	77%
ASV_11158	-	Fungi	100%	Ascomycota	99%	Eurotiomycetes	98%	Chaetothyriales	98%	Herpotrichiellaceae	98%	Exophiala	97%	Exophiala_equina|SH230206.06FU	43%
ASV_11159	-	Fungi	100%	Basidiomycota	92%	Tremellomycetes	85%	Cystofilobasidiales	83%	Cystofilobasidiaceae	83%	Guehomyces	72%	Guehomyces_pullulans|SH215066.06FU	72%
ASV_11160	-	Fungi	100%	Ascomycota	100%	Pezizomycetes	100%	Pezizales	100%	Ascobolaceae	100%	Ascobolus	100%	Ascobolus_sp|SH226965.06FU	100%
ASV_11161	-	Fungi	100%	Zygomycota	81%	Incertae_sedis_10	81%	Mortierellales	81%	Mortierellaceae	81%	Mortierella	81%	Mortierella_alpina|SH211072.06FU	18%
ASV_11162	-	Fungi	100%	Ascomycota	98%	Dothideomycetes	75%	Dothideomycetes_unidentified	75%	Dothideomycetes_unidentified_1	75%	Dothideomycetes_unidentified_1	75%	Dothideomycetes_sp|SH216443.06FU	74%
ASV_11163	+	Fungi	100%	Basidiomycota	84%	Agaricomycetes	83%	Agaricomycetes_unidentified	49%	Agaricomycetes_unidentified_1	49%	Agaricomycetes_unidentified_1	49%	Agaricomycetes_sp|SH199701.06FU	49%
ASV_11164	+	Fungi	100%	Ascomycota	100%	Dothideomycetes	74%	Dothideomycetes_unidentified	74%	Dothideomycetes_unidentified_1	74%	Dothideomycetes_unidentified_1	74%	Dothideomycetes_sp|SH216443.06FU	72%
ASV_11165	+	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Psathyrellaceae	100%	Coprinellus	100%	Coprinellus_sp|SH199708.06FU	92%
ASV_11166	+	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Psathyrellaceae	100%	Coprinellus	100%	Coprinellus_sp|SH199708.06FU	91%
ASV_11167	-	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Psathyrellaceae	100%	Coprinellus	99%	Coprinellus_sp|SH199708.06FU	92%
ASV_11168	-	Fungi	100%	Basidiomycota	99%	Agaricomycetes	99%	Agaricales	99%	Strophariaceae	77%	Psilocybe	77%	Psilocybe_cf_subviscida/crobula_X_45|SH218689.06FU	76%
ASV_11169	-	Fungi	100%	Ascomycota	99%	Sordariomycetes	93%	Sordariales	91%	Sordariales_unidentified	86%	Sordariales_unidentified_1	86%	Sordariales_sp|SH195274.06FU	65%
ASV_11170	-	Fungi	100%	Ascomycota	70%	Dothideomycetes	61%	Pleosporales	61%	Incertae_sedis_13	61%	Phoma	57%	Phoma_sp_P17E3|SH202157.06FU	31%
ASV_11171	-	Fungi	100%	Ascomycota	100%	Ascomycota_unidentified	69%	Ascomycota_unidentified_1	69%	Ascomycota_unidentified_1	69%	Ascomycota_unidentified_1_1	69%	Ascomycota_sp|SH207016.06FU	69%
ASV_11172	+	Fungi	100%	Ascomycota	100%	Sordariomycetes	100%	Diaporthales	100%	Diaporthaceae	99%	Phomopsis	60%	Phomopsis_sp|SH194805.06FU	45%
ASV_11173	+	Fungi	100%	Ascomycota	100%	Sordariomycetes	99%	Diaporthales	99%	Diaporthaceae	97%	Phomopsis	66%	Phomopsis_sp|SH194805.06FU	44%
ASV_11174	+	Fungi	100%	Ascomycota	100%	Sordariomycetes	99%	Hypocreales	94%	Hypocreales_unidentified	68%	Hypocreales_unidentified_1	68%	Hypocreales_sp|SH233685.06FU	68%
ASV_11175	-	Fungi	100%	Ascomycota	100%	Sordariomycetes	100%	Hypocreales	99%	Incertae_sedis_3	99%	Myrothecium	99%	Myrothecium_sp|SH199500.06FU	90%
ASV_11176	+	Fungi	100%	Ascomycota	98%	Eurotiomycetes	93%	Eurotiales	93%	Trichocomaceae	93%	Penicillium	93%	Penicillium_sp_RM1_8|SH193637.06FU	79%
ASV_11177	+	Fungi	100%	Fungi_unidentified	53%	Fungi_unidentified_1	53%	Fungi_unidentified_1	53%	Fungi_unidentified_1_1	53%	Fungi_unidentified_1_1	53%	Fungi_sp|SH196428.06FU	35%
ASV_11178	-	Fungi	100%	Ascomycota	88%	Dothideomycetes	81%	Pleosporales	80%	Phaeosphaeriaceae	60%	Phaeosphaeriaceae_unidentified	58%	Phaeosphaeriaceae_sp|SH227811.06FU	56%
ASV_11179	-	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Strophariaceae	99%	Agrocybe	99%	Agrocybe_pediades_var_pediades|SH201484.06FU	99%
ASV_11180	-	Fungi	100%	Ascomycota	100%	Leotiomycetes	100%	Helotiales	100%	Helotiales_unidentified	100%	Helotiales_unidentified_1	100%	Helotiales_sp|SH228824.06FU	100%
ASV_11181	-	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Strophariaceae	99%	Agrocybe	99%	Agrocybe_pediades_var_pediades|SH201484.06FU	99%
ASV_11182	-	Fungi	100%	Ascomycota	85%	Sordariomycetes	85%	Incertae_sedis_7	82%	Plectosphaerellaceae	82%	Lectera	82%	Lectera_longa|SH219644.06FU	82%
ASV_11183	+	Fungi	100%	Ascomycota	92%	Dothideomycetes	72%	Pleosporales	72%	Phaeosphaeriaceae	63%	Phaeosphaeriaceae_unidentified	54%	Phaeosphaeriaceae_sp|SH227811.06FU	53%
ASV_11184	+	Fungi	100%	Ascomycota	100%	Dothideomycetes	100%	Capnodiales	100%	Mycosphaerellaceae	100%	Septoria	61%	Septoria_glycines|SH212694.06FU	59%
ASV_11185	+	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Strophariaceae	100%	Agrocybe	100%	Agrocybe_pediades_var_pediades|SH201484.06FU	100%
ASV_11186	-	Fungi	100%	Ascomycota	100%	Eurotiomycetes	100%	Chaetothyriales	100%	Herpotrichiellaceae	100%	Exophiala	99%	Exophiala_equina|SH230206.06FU	39%
ASV_11187	-	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Strophariaceae	98%	Agrocybe	98%	Agrocybe_pediades_var_pediades|SH201484.06FU	98%
ASV_11188	-	Fungi	100%	Ascomycota	100%	Sordariomycetes	99%	Sordariomycetes_unidentified	91%	Sordariomycetes_unidentified_1	91%	Sordariomycetes_unidentified_1	91%	Sordariomycetes_sp|SH233630.06FU	91%
ASV_11189	+	Fungi	100%	Basidiomycota	96%	Agaricomycetes	96%	Cantharellales	96%	Ceratobasidiaceae	96%	Thanatephorus	81%	Thanatephorus_cucumeris|SH207643.06FU	48%
ASV_11190	-	Fungi	100%	Ascomycota	89%	Sordariomycetes	88%	Hypocreales	86%	Nectriaceae	86%	Gibberella	82%	Gibberella_baccata|SH219469.06FU	52%
ASV_11191	-	Fungi	100%	Ascomycota	85%	Ascomycota_unidentified	82%	Ascomycota_unidentified_1	82%	Ascomycota_unidentified_1	82%	Ascomycota_unidentified_1_1	82%	Ascomycota_sp|SH213439.06FU	82%
ASV_11192	+	Fungi	100%	Ascomycota	87%	Ascomycota_unidentified	87%	Ascomycota_unidentified_1	87%	Ascomycota_unidentified_1	87%	Ascomycota_unidentified_1_1	87%	Ascomycota_sp|SH213439.06FU	87%
ASV_11193	-	Fungi	100%	Basidiomycota	99%	Agaricomycetes	97%	Thelephorales	97%	Thelephoraceae	97%	Amaurodon	97%	Amaurodon_mustialaensis|SH227693.06FU	97%
ASV_11194	-	Fungi	100%	Ascomycota	96%	Dothideomycetes	80%	Pleosporales	80%	Incertae_sedis_13	80%	Periconia	80%	Periconia_sp|SH197554.06FU	36%
ASV_11195	+	Fungi	100%	Ascomycota	100%	Leotiomycetes	100%	Helotiales	100%	Helotiales_unidentified	100%	Helotiales_unidentified_1	100%	Helotiales_sp|SH228824.06FU	100%
ASV_11196	+	Fungi	100%	Ascomycota	100%	Sordariomycetes	100%	Hypocreales	100%	Nectriaceae	91%	Nectriaceae_unidentified	91%	Nectriaceae_sp|SH233679.06FU	91%
ASV_11197	-	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Thelephorales	99%	Thelephoraceae	99%	Amaurodon	99%	Amaurodon_mustialaensis|SH227693.06FU	99%
ASV_11198	-	Fungi	100%	Basidiomycota	98%	Agaricomycetes	96%	Thelephorales	96%	Thelephoraceae	96%	Amaurodon	96%	Amaurodon_mustialaensis|SH227693.06FU	96%
ASV_11199	-	Fungi	100%	Basidiomycota	99%	Agaricomycetes	98%	Thelephorales	97%	Thelephoraceae	97%	Amaurodon	97%	Amaurodon_mustialaensis|SH227693.06FU	97%
ASV_11200	-	Fungi	100%	Ascomycota	100%	Sordariomycetes	98%	Xylariales	96%	Xylariales_unidentified	92%	Xylariales_unidentified_1	92%	Xylariales_sp|SH232121.06FU	69%
ASV_11201	+	Fungi	100%	Ascomycota	100%	Sordariomycetes	99%	Hypocreales	87%	Nectriaceae	60%	Nectria	43%	Nectria_aurantiaca|SH205600.06FU	43%
ASV_11202	-	Fungi	100%	Ascomycota	100%	Leotiomycetes	100%	Helotiales	100%	Helotiales_unidentified	100%	Helotiales_unidentified_1	100%	Helotiales_sp|SH228824.06FU	100%
ASV_11203	+	Fungi	100%	Ascomycota	75%	Dothideomycetes	21%	Pleosporales	19%	Pleosporales_unidentified	8%	Pleosporales_unidentified_1	8%	Pleosporales_sp|SH240081.06FU	6%
ASV_11204	-	Fungi	100%	Ascomycota	100%	Dothideomycetes	98%	Pleosporales	98%	Pleosporaceae	98%	Dendryphion	98%	Dendryphion_sp|SH240293.06FU	98%
ASV_11205	-	Fungi	99%	Basidiomycota	74%	Microbotryomycetes	7%	Sporidiobolales	7%	Incertae_sedis_25	7%	Rhodotorula	7%	Rhodotorula_lamellibrachiae|SH227552.06FU	7%
ASV_11206	-	Fungi	100%	Basidiomycota	100%	Tremellomycetes	100%	Filobasidiales	100%	Filobasidiaceae	100%	Cryptococcus	100%	Cryptococcus_sp|SH215221.06FU	100%
ASV_11207	-	Fungi	100%	Basidiomycota	92%	Tremellomycetes	85%	Cystofilobasidiales	81%	Cystofilobasidiaceae	81%	Guehomyces	67%	Guehomyces_pullulans|SH215066.06FU	67%
ASV_11208	-	Fungi	100%	Glomeromycota	24%	Glomeromycetes	24%	Glomerales	19%	Glomeraceae	19%	Funneliformis	10%	Funneliformis_sp|SH219052.06FU	10%
ASV_11209	-	Fungi	100%	Basidiomycota	61%	Agaricomycetes	48%	Sebacinales	7%	Sebacinales_Group_B	4%	Sebacinales_Group_B_unidentified	4%	Sebacinales_Group_B_sp|SH203727.06FU	4%
ASV_11210	+	Fungi	100%	Ascomycota	99%	Leotiomycetes	99%	Helotiales	99%	Helotiales_unidentified	97%	Helotiales_unidentified_1	97%	Helotiales_sp|SH209265.06FU	72%
ASV_11211	-	Fungi	100%	Fungi_unidentified	95%	Fungi_unidentified_1	95%	Fungi_unidentified_1	95%	Fungi_unidentified_1_1	95%	Fungi_unidentified_1_1	95%	Fungi_sp|SH240155.06FU	95%
ASV_11212	+	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Psathyrellaceae	100%	Coprinellus	100%	Coprinellus_sp|SH199708.06FU	91%
ASV_11213	+	Fungi	100%	Ascomycota	76%	Sordariomycetes	76%	Incertae_sedis_7	47%	Plectosphaerellaceae	47%	Gibellulopsis	47%	Gibellulopsis_sp_YH_2012|SH219656.06FU	47%
ASV_11214	+	Fungi	100%	Ascomycota	99%	Dothideomycetes	71%	Dothideomycetes_unidentified	71%	Dothideomycetes_unidentified_1	71%	Dothideomycetes_unidentified_1	71%	Dothideomycetes_sp|SH216443.06FU	70%
ASV_11215	-	Fungi	100%	Ascomycota	89%	Ascomycota_unidentified	71%	Ascomycota_unidentified_1	71%	Ascomycota_unidentified_1	71%	Ascomycota_unidentified_1_1	71%	Ascomycota_sp|SH194646.06FU	70%
ASV_11216	-	Fungi	100%	Ascomycota	97%	Sordariomycetes	96%	Hypocreales	88%	Ophiocordycipitaceae	25%	Elaphocordyceps	14%	Elaphocordyceps_capitata|SH224002.06FU	14%
ASV_11217	-	Fungi	100%	Ascomycota	75%	Dothideomycetes	31%	Pleosporales	30%	Pleosporales_unidentified	18%	Pleosporales_unidentified_1	18%	Pleosporales_sp|SH240081.06FU	16%
ASV_11218	-	Fungi	100%	Ascomycota	99%	Sordariomycetes	96%	Sordariomycetes_unidentified	90%	Sordariomycetes_unidentified_1	90%	Sordariomycetes_unidentified_1	90%	Sordariomycetes_sp|SH233630.06FU	90%
ASV_11219	+	Fungi	100%	Ascomycota	95%	Sordariomycetes	94%	Sordariomycetes_unidentified	88%	Sordariomycetes_unidentified_1	88%	Sordariomycetes_unidentified_1	88%	Sordariomycetes_sp|SH233630.06FU	88%
ASV_11220	+	Fungi	100%	Fungi_unidentified	98%	Fungi_unidentified_1	98%	Fungi_unidentified_1	98%	Fungi_unidentified_1_1	98%	Fungi_unidentified_1_1	98%	Fungi_sp|SH226967.06FU	98%
ASV_11221	-	Fungi	100%	Ascomycota	100%	Sordariomycetes	100%	Hypocreales	99%	Nectriaceae	69%	Nectria	34%	Nectria_aurantiaca|SH205600.06FU	31%
ASV_11222	+	Fungi	100%	Ascomycota	91%	Sordariomycetes	91%	Incertae_sedis_7	50%	Plectosphaerellaceae	50%	Plectosphaerellaceae_unidentified	49%	Plectosphaerellaceae_sp|SH219652.06FU	49%
ASV_11223	+	Fungi	100%	Ascomycota	99%	Sordariomycetes	82%	Sordariales	65%	Lasiosphaeriaceae	60%	Apodus	60%	Apodus_sp|SH222737.06FU	60%
ASV_11224	-	Fungi	100%	Basidiomycota	99%	Agaricomycetes	99%	Agaricales	99%	Agaricales_unidentified	92%	Agaricales_unidentified_1	92%	Agaricales_sp|SH239397.06FU	92%
ASV_11225	+	Fungi	100%	Basidiomycota	98%	Agaricomycetes	97%	Agaricales	97%	Agaricales_unidentified	87%	Agaricales_unidentified_1	87%	Agaricales_sp|SH239397.06FU	86%
ASV_11226	-	Fungi	100%	Fungi_unidentified	43%	Fungi_unidentified_1	43%	Fungi_unidentified_1	43%	Fungi_unidentified_1_1	43%	Fungi_unidentified_1_1	43%	Fungi_sp|SH220886.06FU	43%
ASV_11227	+	Fungi	100%	Ascomycota	97%	Leotiomycetes	73%	Helotiales	73%	Helotiales_unidentified	73%	Helotiales_unidentified_1	73%	Helotiales_sp|SH194383.06FU	52%
ASV_11228	+	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Psathyrellaceae	100%	Coprinellus	100%	Coprinellus_sp|SH199708.06FU	91%
ASV_11229	-	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Psathyrellaceae	100%	Coprinellus	100%	Coprinellus_sp|SH199708.06FU	93%
ASV_11230	-	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Psathyrellaceae	100%	Coprinellus	100%	Coprinellus_sp|SH199708.06FU	94%
ASV_11231	-	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Psathyrellaceae	100%	Coprinellus	100%	Coprinellus_sp|SH199708.06FU	93%
ASV_11232	+	Fungi	100%	Zygomycota	43%	Incertae_sedis_10	43%	Mortierellales	43%	Mortierellaceae	43%	Mortierella	43%	Mortierella_sp|SH214852.06FU	25%
ASV_11233	-	Fungi	100%	Ascomycota	92%	Sordariomycetes	92%	Incertae_sedis_7	48%	Plectosphaerellaceae	48%	Plectosphaerellaceae_unidentified	45%	Plectosphaerellaceae_sp|SH219652.06FU	45%
ASV_11234	+	Fungi	100%	Basidiomycota	95%	Agaricomycetes	95%	Cantharellales	92%	Ceratobasidiaceae	92%	Thanatephorus	76%	Thanatephorus_cucumeris|SH237905.06FU	36%
ASV_11235	-	Fungi	100%	Basidiomycota	97%	Agaricomycetes	97%	Cantharellales	95%	Ceratobasidiaceae	95%	Thanatephorus	75%	Thanatephorus_cucumeris|SH207643.06FU	37%
ASV_11236	+	Fungi	100%	Basidiomycota	96%	Agaricomycetes	96%	Cantharellales	93%	Ceratobasidiaceae	93%	Thanatephorus	75%	Thanatephorus_cucumeris|SH207643.06FU	37%
ASV_11237	-	Fungi	100%	Basidiomycota	95%	Agaricomycetes	95%	Cantharellales	93%	Ceratobasidiaceae	93%	Thanatephorus	77%	Thanatephorus_cucumeris|SH207643.06FU	37%
ASV_11238	+	Fungi	100%	Basidiomycota	58%	Agaricomycetes	53%	Agaricales	30%	Cortinariaceae	22%	Cortinarius	20%	Cortinarius_vulpinus_subsp._pseudovulpinus|SH192095.06FU	10%
ASV_11239	+	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Psathyrellaceae	100%	Coprinellus	100%	Coprinellus_sp|SH199708.06FU	91%
ASV_11240	-	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Psathyrellaceae	100%	Coprinellus	100%	Coprinellus_sp|SH199708.06FU	92%
ASV_11241	-	Fungi	100%	Zygomycota	51%	Incertae_sedis_10	51%	Mortierellales	51%	Mortierellaceae	51%	Mortierella	51%	Mortierella_sp|SH214852.06FU	42%
