	CS1-Fungus	CS2-Fungus	CS3-Fungus	FS1-Fungus	FS2-Fungus	FS3-Fungus	SC1-Fungus	SC2-Fungus	SC3-Fungus	WS1-Fungus	WS2-Fungus	WS3-Fungus
ASV_5008	0	0	0	0	0	0	0	0	0	0	8	0
ASV_5009	0	0	0	0	0	0	0	0	0	0	8	0
ASV_5010	0	0	0	0	0	0	0	0	0	0	8	0
ASV_5011	0	0	0	0	0	0	0	0	0	0	8	0
ASV_5012	0	0	0	0	0	0	0	0	0	0	8	0
ASV_5013	0	0	0	0	0	0	0	0	0	0	8	0
ASV_5014	0	0	0	0	0	0	0	0	0	0	8	0
ASV_5015	0	0	0	0	0	0	0	0	0	0	8	0
ASV_5016	0	0	0	0	0	0	0	0	0	0	0	8
ASV_5017	0	0	0	0	0	0	0	0	0	0	0	8
ASV_5018	0	0	0	0	0	0	0	0	0	0	0	8
ASV_5019	0	0	0	0	0	0	0	0	0	0	0	8
ASV_5020	0	0	0	0	0	0	0	0	0	0	0	8
ASV_5021	0	0	0	0	0	0	0	0	0	0	0	8
ASV_5022	0	0	0	0	0	0	0	0	0	0	0	8
ASV_5023	0	0	0	0	0	0	0	0	0	0	0	8
ASV_5024	0	0	0	0	0	0	0	0	0	0	0	8
ASV_5025	0	0	0	0	0	0	0	0	0	0	0	8
ASV_5026	0	0	0	0	0	0	0	0	0	0	0	8
ASV_5027	0	0	0	0	0	0	0	0	0	0	0	8
ASV_5028	0	0	0	0	0	0	0	0	0	0	0	8
ASV_5029	0	0	0	0	0	0	0	0	0	0	0	8
ASV_5030	0	0	0	0	0	0	0	0	0	0	0	8
ASV_5031	0	0	0	0	0	0	0	0	0	0	0	8
ASV_5032	0	0	0	0	0	0	0	0	0	0	0	8
ASV_5033	0	0	0	0	0	0	0	0	0	0	0	8
ASV_5034	0	0	0	0	0	0	0	0	0	0	0	8
ASV_5035	7	0	0	0	0	0	0	0	0	0	0	0
ASV_5036	7	0	0	0	0	0	0	0	0	0	0	0
ASV_5037	7	0	0	0	0	0	0	0	0	0	0	0
ASV_5038	7	0	0	0	0	0	0	0	0	0	0	0
ASV_5039	7	0	0	0	0	0	0	0	0	0	0	0
ASV_5040	7	0	0	0	0	0	0	0	0	0	0	0
ASV_5041	7	0	0	0	0	0	0	0	0	0	0	0
ASV_5042	7	0	0	0	0	0	0	0	0	0	0	0
ASV_5043	7	0	0	0	0	0	0	0	0	0	0	0
ASV_5044	7	0	0	0	0	0	0	0	0	0	0	0
ASV_5045	7	0	0	0	0	0	0	0	0	0	0	0
ASV_5046	4	0	0	0	0	3	0	0	0	0	0	0
ASV_5047	3	0	4	0	0	0	0	0	0	0	0	0
ASV_5048	3	0	0	0	0	0	0	0	4	0	0	0
ASV_5049	0	7	0	0	0	0	0	0	0	0	0	0
ASV_5050	0	7	0	0	0	0	0	0	0	0	0	0
ASV_5051	0	7	0	0	0	0	0	0	0	0	0	0
ASV_5052	0	7	0	0	0	0	0	0	0	0	0	0
ASV_5053	0	7	0	0	0	0	0	0	0	0	0	0
ASV_5054	0	7	0	0	0	0	0	0	0	0	0	0
ASV_5055	0	7	0	0	0	0	0	0	0	0	0	0
ASV_5056	0	7	0	0	0	0	0	0	0	0	0	0
ASV_5057	0	7	0	0	0	0	0	0	0	0	0	0
ASV_5058	0	7	0	0	0	0	0	0	0	0	0	0
ASV_5059	0	7	0	0	0	0	0	0	0	0	0	0
ASV_5060	0	7	0	0	0	0	0	0	0	0	0	0
ASV_5061	0	7	0	0	0	0	0	0	0	0	0	0
ASV_5062	0	7	0	0	0	0	0	0	0	0	0	0
ASV_5063	0	0	7	0	0	0	0	0	0	0	0	0
ASV_5064	0	0	7	0	0	0	0	0	0	0	0	0
ASV_5065	0	0	7	0	0	0	0	0	0	0	0	0
ASV_5066	0	0	7	0	0	0	0	0	0	0	0	0
ASV_5067	0	0	7	0	0	0	0	0	0	0	0	0
ASV_5068	0	0	7	0	0	0	0	0	0	0	0	0
ASV_5069	0	0	7	0	0	0	0	0	0	0	0	0
ASV_5070	0	0	7	0	0	0	0	0	0	0	0	0
ASV_5071	0	0	7	0	0	0	0	0	0	0	0	0
ASV_5072	0	0	7	0	0	0	0	0	0	0	0	0
ASV_5073	0	0	7	0	0	0	0	0	0	0	0	0
ASV_5074	0	0	7	0	0	0	0	0	0	0	0	0
ASV_5075	0	0	7	0	0	0	0	0	0	0	0	0
ASV_5076	0	0	7	0	0	0	0	0	0	0	0	0
ASV_5077	0	0	7	0	0	0	0	0	0	0	0	0
ASV_5078	0	0	7	0	0	0	0	0	0	0	0	0
ASV_5079	0	0	3	0	4	0	0	0	0	0	0	0
ASV_5080	0	0	3	0	0	0	0	0	0	0	4	0
ASV_5081	0	0	0	7	0	0	0	0	0	0	0	0
ASV_5082	0	0	0	7	0	0	0	0	0	0	0	0
ASV_5083	0	0	0	7	0	0	0	0	0	0	0	0
ASV_5084	0	0	0	7	0	0	0	0	0	0	0	0
ASV_5085	0	0	0	7	0	0	0	0	0	0	0	0
ASV_5086	0	0	0	7	0	0	0	0	0	0	0	0
ASV_5087	0	0	0	7	0	0	0	0	0	0	0	0
ASV_5088	0	0	0	7	0	0	0	0	0	0	0	0
ASV_5089	0	0	0	7	0	0	0	0	0	0	0	0
ASV_5090	0	0	0	7	0	0	0	0	0	0	0	0
ASV_5091	0	0	0	7	0	0	0	0	0	0	0	0
ASV_5092	0	0	0	7	0	0	0	0	0	0	0	0
ASV_5093	0	0	0	7	0	0	0	0	0	0	0	0
ASV_5094	0	0	0	7	0	0	0	0	0	0	0	0
ASV_5095	0	0	0	7	0	0	0	0	0	0	0	0
ASV_5096	0	0	0	7	0	0	0	0	0	0	0	0
ASV_5097	0	0	0	7	0	0	0	0	0	0	0	0
ASV_5098	0	0	0	7	0	0	0	0	0	0	0	0
ASV_5099	0	0	0	7	0	0	0	0	0	0	0	0
ASV_5100	0	0	0	7	0	0	0	0	0	0	0	0
ASV_5101	0	0	0	7	0	0	0	0	0	0	0	0
ASV_5102	0	0	0	7	0	0	0	0	0	0	0	0
ASV_5103	0	0	0	7	0	0	0	0	0	0	0	0
ASV_5104	0	0	0	7	0	0	0	0	0	0	0	0
ASV_5105	0	0	0	7	0	0	0	0	0	0	0	0
ASV_5106	0	0	0	7	0	0	0	0	0	0	0	0
ASV_5107	0	0	0	7	0	0	0	0	0	0	0	0
ASV_5108	0	0	0	4	0	0	0	0	3	0	0	0
ASV_5109	0	0	0	0	7	0	0	0	0	0	0	0
ASV_5110	0	0	0	0	7	0	0	0	0	0	0	0
ASV_5111	0	0	0	0	7	0	0	0	0	0	0	0
ASV_5112	0	0	0	0	7	0	0	0	0	0	0	0
ASV_5113	0	0	0	0	7	0	0	0	0	0	0	0
ASV_5114	0	0	0	0	7	0	0	0	0	0	0	0
ASV_5115	0	0	0	0	7	0	0	0	0	0	0	0
ASV_5116	0	0	0	0	7	0	0	0	0	0	0	0
ASV_5117	0	0	0	0	7	0	0	0	0	0	0	0
ASV_5118	0	0	0	0	7	0	0	0	0	0	0	0
ASV_5119	0	0	0	0	7	0	0	0	0	0	0	0
ASV_5120	0	0	0	0	7	0	0	0	0	0	0	0
ASV_5121	0	0	0	0	7	0	0	0	0	0	0	0
ASV_5122	0	0	0	0	7	0	0	0	0	0	0	0
ASV_5123	0	0	0	0	7	0	0	0	0	0	0	0
ASV_5124	0	0	0	0	7	0	0	0	0	0	0	0
ASV_5125	0	0	0	0	7	0	0	0	0	0	0	0
ASV_5126	0	0	0	0	7	0	0	0	0	0	0	0
ASV_5127	0	0	0	0	7	0	0	0	0	0	0	0
ASV_5128	0	0	0	0	7	0	0	0	0	0	0	0
ASV_5129	0	0	0	0	7	0	0	0	0	0	0	0
ASV_5130	0	0	0	0	7	0	0	0	0	0	0	0
ASV_5131	0	0	0	0	7	0	0	0	0	0	0	0
ASV_5132	0	0	0	0	7	0	0	0	0	0	0	0
ASV_5133	0	0	0	0	7	0	0	0	0	0	0	0
ASV_5134	0	0	0	0	7	0	0	0	0	0	0	0
ASV_5135	0	0	0	0	7	0	0	0	0	0	0	0
ASV_5136	0	0	0	0	7	0	0	0	0	0	0	0
ASV_5137	0	0	0	0	7	0	0	0	0	0	0	0
ASV_5138	0	0	0	0	7	0	0	0	0	0	0	0
ASV_5139	0	0	0	0	7	0	0	0	0	0	0	0
ASV_5140	0	0	0	0	7	0	0	0	0	0	0	0
ASV_5141	0	0	0	0	7	0	0	0	0	0	0	0
ASV_5142	0	0	0	0	7	0	0	0	0	0	0	0
ASV_5143	0	0	0	0	7	0	0	0	0	0	0	0
ASV_5144	0	0	0	0	7	0	0	0	0	0	0	0
ASV_5145	0	0	0	0	7	0	0	0	0	0	0	0
ASV_5146	0	0	0	0	7	0	0	0	0	0	0	0
ASV_5147	0	0	0	0	7	0	0	0	0	0	0	0
ASV_5148	0	0	0	0	7	0	0	0	0	0	0	0
ASV_5149	0	0	0	0	7	0	0	0	0	0	0	0
ASV_5150	0	0	0	0	7	0	0	0	0	0	0	0
ASV_5151	0	0	0	0	7	0	0	0	0	0	0	0
ASV_5152	0	0	0	0	7	0	0	0	0	0	0	0
ASV_5153	0	0	0	0	7	0	0	0	0	0	0	0
ASV_5154	0	0	0	0	7	0	0	0	0	0	0	0
ASV_5155	0	0	0	0	7	0	0	0	0	0	0	0
ASV_5156	0	0	0	0	7	0	0	0	0	0	0	0
ASV_5157	0	0	0	0	2	5	0	0	0	0	0	0
ASV_5158	0	0	0	0	0	7	0	0	0	0	0	0
ASV_5159	0	0	0	0	0	7	0	0	0	0	0	0
ASV_5160	0	0	0	0	0	7	0	0	0	0	0	0
ASV_5161	0	0	0	0	0	7	0	0	0	0	0	0
ASV_5162	0	0	0	0	0	7	0	0	0	0	0	0
ASV_5163	0	0	0	0	0	7	0	0	0	0	0	0
ASV_5164	0	0	0	0	0	7	0	0	0	0	0	0
ASV_5165	0	0	0	0	0	7	0	0	0	0	0	0
ASV_5166	0	0	0	0	0	7	0	0	0	0	0	0
ASV_5167	0	0	0	0	0	7	0	0	0	0	0	0
ASV_5168	0	0	0	0	0	7	0	0	0	0	0	0
ASV_5169	0	0	0	0	0	7	0	0	0	0	0	0
ASV_5170	0	0	0	0	0	7	0	0	0	0	0	0
ASV_5171	0	0	0	0	0	7	0	0	0	0	0	0
ASV_5172	0	0	0	0	0	7	0	0	0	0	0	0
ASV_5173	0	0	0	0	0	7	0	0	0	0	0	0
ASV_5174	0	0	0	0	0	7	0	0	0	0	0	0
ASV_5175	0	0	0	0	0	7	0	0	0	0	0	0
ASV_5176	0	0	0	0	0	7	0	0	0	0	0	0
ASV_5177	0	0	0	0	0	7	0	0	0	0	0	0
ASV_5178	0	0	0	0	0	7	0	0	0	0	0	0
ASV_5179	0	0	0	0	0	7	0	0	0	0	0	0
ASV_5180	0	0	0	0	0	7	0	0	0	0	0	0
ASV_5181	0	0	0	0	0	7	0	0	0	0	0	0
ASV_5182	0	0	0	0	0	7	0	0	0	0	0	0
ASV_5183	0	0	0	0	0	7	0	0	0	0	0	0
ASV_5184	0	0	0	0	0	7	0	0	0	0	0	0
ASV_5185	0	0	0	0	0	7	0	0	0	0	0	0
ASV_5186	0	0	0	0	0	7	0	0	0	0	0	0
ASV_5187	0	0	0	0	0	7	0	0	0	0	0	0
ASV_5188	0	0	0	0	0	0	7	0	0	0	0	0
ASV_5189	0	0	0	0	0	0	7	0	0	0	0	0
ASV_5190	0	0	0	0	0	0	7	0	0	0	0	0
ASV_5191	0	0	0	0	0	0	7	0	0	0	0	0
ASV_5192	0	0	0	0	0	0	7	0	0	0	0	0
ASV_5193	0	0	0	0	0	0	7	0	0	0	0	0
ASV_5194	0	0	0	0	0	0	7	0	0	0	0	0
ASV_5195	0	0	0	0	0	0	7	0	0	0	0	0
ASV_5196	0	0	0	0	0	0	5	2	0	0	0	0
ASV_5197	0	0	0	0	0	0	5	2	0	0	0	0
ASV_5198	0	0	0	0	0	0	4	3	0	0	0	0
ASV_5199	0	0	0	0	0	0	4	3	0	0	0	0
ASV_5200	0	0	0	0	0	0	3	4	0	0	0	0
ASV_5201	0	0	0	0	0	0	0	7	0	0	0	0
ASV_5202	0	0	0	0	0	0	0	7	0	0	0	0
ASV_5203	0	0	0	0	0	0	0	7	0	0	0	0
ASV_5204	0	0	0	0	0	0	0	7	0	0	0	0
ASV_5205	0	0	0	0	0	0	0	7	0	0	0	0
ASV_5206	0	0	0	0	0	0	0	7	0	0	0	0
ASV_5207	0	0	0	0	0	0	0	7	0	0	0	0
ASV_5208	0	0	0	0	0	0	0	7	0	0	0	0
ASV_5209	0	0	0	0	0	0	0	0	7	0	0	0
ASV_5210	0	0	0	0	0	0	0	0	7	0	0	0
ASV_5211	0	0	0	0	0	0	0	0	7	0	0	0
ASV_5212	0	0	0	0	0	0	0	0	7	0	0	0
ASV_5213	0	0	0	0	0	0	0	0	7	0	0	0
ASV_5214	0	0	0	0	0	0	0	0	7	0	0	0
ASV_5215	0	0	0	0	0	0	0	0	7	0	0	0
ASV_5216	0	0	0	0	0	0	0	0	7	0	0	0
ASV_5217	0	0	0	0	0	0	0	0	7	0	0	0
ASV_5218	0	0	0	0	0	0	0	0	7	0	0	0
ASV_5219	0	0	0	0	0	0	0	0	7	0	0	0
ASV_5220	0	0	0	0	0	0	0	0	7	0	0	0
ASV_5221	0	0	0	0	0	0	0	0	7	0	0	0
ASV_5222	0	0	0	0	0	0	0	0	7	0	0	0
ASV_5223	0	0	0	0	0	0	0	0	7	0	0	0
ASV_5224	0	0	0	0	0	0	0	0	7	0	0	0
ASV_5225	0	0	0	0	0	0	0	0	7	0	0	0
ASV_5226	0	0	0	0	0	0	0	0	7	0	0	0
ASV_5227	0	0	0	0	0	0	0	0	7	0	0	0
ASV_5228	0	0	0	0	0	0	0	0	7	0	0	0
ASV_5229	0	0	0	0	0	0	0	0	7	0	0	0
ASV_5230	0	0	0	0	0	0	0	0	7	0	0	0
ASV_5231	0	0	0	0	0	0	0	0	7	0	0	0
ASV_5232	0	0	0	0	0	0	0	0	7	0	0	0
ASV_5233	0	0	0	0	0	0	0	0	7	0	0	0
ASV_5234	0	0	0	0	0	0	0	0	7	0	0	0
ASV_5235	0	0	0	0	0	0	0	0	7	0	0	0
ASV_5236	0	0	0	0	0	0	0	0	7	0	0	0
ASV_5237	0	0	0	0	0	0	0	0	7	0	0	0
ASV_5238	0	0	0	0	0	0	0	0	7	0	0	0
ASV_5239	0	0	0	0	0	0	0	0	7	0	0	0
ASV_5240	0	0	0	0	0	0	0	0	7	0	0	0
ASV_5241	0	0	0	0	0	0	0	0	7	0	0	0
ASV_5242	0	0	0	0	0	0	0	0	7	0	0	0
ASV_5243	0	0	0	0	0	0	0	0	7	0	0	0
ASV_5244	0	0	0	0	0	0	0	0	0	7	0	0
ASV_5245	0	0	0	0	0	0	0	0	0	7	0	0
ASV_5246	0	0	0	0	0	0	0	0	0	7	0	0
ASV_5247	0	0	0	0	0	0	0	0	0	7	0	0
ASV_5248	0	0	0	0	0	0	0	0	0	7	0	0
ASV_5249	0	0	0	0	0	0	0	0	0	7	0	0
ASV_5250	0	0	0	0	0	0	0	0	0	7	0	0
ASV_5251	0	0	0	0	0	0	0	0	0	7	0	0
ASV_5252	0	0	0	0	0	0	0	0	0	7	0	0
ASV_5253	0	0	0	0	0	0	0	0	0	7	0	0
ASV_5254	0	0	0	0	0	0	0	0	0	7	0	0
ASV_5255	0	0	0	0	0	0	0	0	0	7	0	0
ASV_5256	0	0	0	0	0	0	0	0	0	7	0	0
ASV_5257	0	0	0	0	0	0	0	0	0	7	0	0
ASV_5258	0	0	0	0	0	0	0	0	0	7	0	0
ASV_5259	0	0	0	0	0	0	0	0	0	7	0	0
ASV_5260	0	0	0	0	0	0	0	0	0	4	0	3
ASV_5261	0	0	0	0	0	0	0	0	0	0	7	0
ASV_5262	0	0	0	0	0	0	0	0	0	0	7	0
ASV_5263	0	0	0	0	0	0	0	0	0	0	7	0
ASV_5264	0	0	0	0	0	0	0	0	0	0	7	0
ASV_5265	0	0	0	0	0	0	0	0	0	0	7	0
ASV_5266	0	0	0	0	0	0	0	0	0	0	7	0
ASV_5267	0	0	0	0	0	0	0	0	0	0	7	0
ASV_5268	0	0	0	0	0	0	0	0	0	0	7	0
ASV_5269	0	0	0	0	0	0	0	0	0	0	7	0
ASV_5270	0	0	0	0	0	0	0	0	0	0	7	0
ASV_5271	0	0	0	0	0	0	0	0	0	0	7	0
ASV_5272	0	0	0	0	0	0	0	0	0	0	7	0
ASV_5273	0	0	0	0	0	0	0	0	0	0	7	0
ASV_5274	0	0	0	0	0	0	0	0	0	0	7	0
ASV_5275	0	0	0	0	0	0	0	0	0	0	7	0
ASV_5276	0	0	0	0	0	0	0	0	0	0	7	0
ASV_5277	0	0	0	0	0	0	0	0	0	0	7	0
ASV_5278	0	0	0	0	0	0	0	0	0	0	7	0
ASV_5279	0	0	0	0	0	0	0	0	0	0	7	0
ASV_5280	0	0	0	0	0	0	0	0	0	0	7	0
ASV_5281	0	0	0	0	0	0	0	0	0	0	0	7
ASV_5282	0	0	0	0	0	0	0	0	0	0	0	7
ASV_5283	0	0	0	0	0	0	0	0	0	0	0	7
ASV_5284	0	0	0	0	0	0	0	0	0	0	0	7
ASV_5285	0	0	0	0	0	0	0	0	0	0	0	7
ASV_5286	0	0	0	0	0	0	0	0	0	0	0	7
ASV_5287	0	0	0	0	0	0	0	0	0	0	0	7
ASV_5288	0	0	0	0	0	0	0	0	0	0	0	7
ASV_5289	0	0	0	0	0	0	0	0	0	0	0	7
ASV_5290	0	0	0	0	0	0	0	0	0	0	0	7
ASV_5291	0	0	0	0	0	0	0	0	0	0	0	7
ASV_5292	0	0	0	0	0	0	0	0	0	0	0	7
ASV_5293	0	0	0	0	0	0	0	0	0	0	0	7
ASV_5294	6	0	0	0	0	0	0	0	0	0	0	0
ASV_5295	6	0	0	0	0	0	0	0	0	0	0	0
ASV_5296	6	0	0	0	0	0	0	0	0	0	0	0
ASV_5297	6	0	0	0	0	0	0	0	0	0	0	0
ASV_5298	6	0	0	0	0	0	0	0	0	0	0	0
ASV_5299	6	0	0	0	0	0	0	0	0	0	0	0
ASV_5300	6	0	0	0	0	0	0	0	0	0	0	0
ASV_5301	6	0	0	0	0	0	0	0	0	0	0	0
ASV_5302	6	0	0	0	0	0	0	0	0	0	0	0
ASV_5303	6	0	0	0	0	0	0	0	0	0	0	0
ASV_5304	4	2	0	0	0	0	0	0	0	0	0	0
ASV_5305	0	6	0	0	0	0	0	0	0	0	0	0
ASV_5306	0	6	0	0	0	0	0	0	0	0	0	0
ASV_5307	0	6	0	0	0	0	0	0	0	0	0	0
ASV_5308	0	6	0	0	0	0	0	0	0	0	0	0
ASV_5309	0	6	0	0	0	0	0	0	0	0	0	0
ASV_5310	0	6	0	0	0	0	0	0	0	0	0	0
ASV_5311	0	6	0	0	0	0	0	0	0	0	0	0
ASV_5312	0	6	0	0	0	0	0	0	0	0	0	0
ASV_5313	0	6	0	0	0	0	0	0	0	0	0	0
ASV_5314	0	6	0	0	0	0	0	0	0	0	0	0
ASV_5315	0	6	0	0	0	0	0	0	0	0	0	0
ASV_5316	0	6	0	0	0	0	0	0	0	0	0	0
ASV_5317	0	6	0	0	0	0	0	0	0	0	0	0
ASV_5318	0	6	0	0	0	0	0	0	0	0	0	0
ASV_5319	0	6	0	0	0	0	0	0	0	0	0	0
ASV_5320	0	6	0	0	0	0	0	0	0	0	0	0
ASV_5321	0	6	0	0	0	0	0	0	0	0	0	0
ASV_5322	0	6	0	0	0	0	0	0	0	0	0	0
ASV_5323	0	6	0	0	0	0	0	0	0	0	0	0
ASV_5324	0	6	0	0	0	0	0	0	0	0	0	0
ASV_5325	0	6	0	0	0	0	0	0	0	0	0	0
ASV_5326	0	6	0	0	0	0	0	0	0	0	0	0
ASV_5327	0	6	0	0	0	0	0	0	0	0	0	0
ASV_5328	0	6	0	0	0	0	0	0	0	0	0	0
ASV_5329	0	6	0	0	0	0	0	0	0	0	0	0
ASV_5330	0	6	0	0	0	0	0	0	0	0	0	0
ASV_5331	0	0	6	0	0	0	0	0	0	0	0	0
ASV_5332	0	0	6	0	0	0	0	0	0	0	0	0
ASV_5333	0	0	6	0	0	0	0	0	0	0	0	0
ASV_5334	0	0	6	0	0	0	0	0	0	0	0	0
ASV_5335	0	0	6	0	0	0	0	0	0	0	0	0
ASV_5336	0	0	6	0	0	0	0	0	0	0	0	0
ASV_5337	0	0	6	0	0	0	0	0	0	0	0	0
ASV_5338	0	0	6	0	0	0	0	0	0	0	0	0
ASV_5339	0	0	6	0	0	0	0	0	0	0	0	0
ASV_5340	0	0	6	0	0	0	0	0	0	0	0	0
ASV_5341	0	0	6	0	0	0	0	0	0	0	0	0
ASV_5342	0	0	6	0	0	0	0	0	0	0	0	0
ASV_5343	0	0	6	0	0	0	0	0	0	0	0	0
ASV_5344	0	0	6	0	0	0	0	0	0	0	0	0
ASV_5345	0	0	6	0	0	0	0	0	0	0	0	0
ASV_5346	0	0	6	0	0	0	0	0	0	0	0	0
ASV_5347	0	0	6	0	0	0	0	0	0	0	0	0
ASV_5348	0	0	6	0	0	0	0	0	0	0	0	0
ASV_5349	0	0	6	0	0	0	0	0	0	0	0	0
ASV_5350	0	0	6	0	0	0	0	0	0	0	0	0
ASV_5351	0	0	6	0	0	0	0	0	0	0	0	0
ASV_5352	0	0	6	0	0	0	0	0	0	0	0	0
ASV_5353	0	0	6	0	0	0	0	0	0	0	0	0
ASV_5354	0	0	6	0	0	0	0	0	0	0	0	0
ASV_5355	0	0	4	0	2	0	0	0	0	0	0	0
ASV_5356	0	0	0	6	0	0	0	0	0	0	0	0
ASV_5357	0	0	0	6	0	0	0	0	0	0	0	0
ASV_5358	0	0	0	6	0	0	0	0	0	0	0	0
ASV_5359	0	0	0	6	0	0	0	0	0	0	0	0
ASV_5360	0	0	0	6	0	0	0	0	0	0	0	0
ASV_5361	0	0	0	6	0	0	0	0	0	0	0	0
ASV_5362	0	0	0	6	0	0	0	0	0	0	0	0
ASV_5363	0	0	0	6	0	0	0	0	0	0	0	0
ASV_5364	0	0	0	6	0	0	0	0	0	0	0	0
ASV_5365	0	0	0	6	0	0	0	0	0	0	0	0
ASV_5366	0	0	0	6	0	0	0	0	0	0	0	0
ASV_5367	0	0	0	6	0	0	0	0	0	0	0	0
ASV_5368	0	0	0	6	0	0	0	0	0	0	0	0
ASV_5369	0	0	0	6	0	0	0	0	0	0	0	0
ASV_5370	0	0	0	6	0	0	0	0	0	0	0	0
ASV_5371	0	0	0	6	0	0	0	0	0	0	0	0
ASV_5372	0	0	0	6	0	0	0	0	0	0	0	0
ASV_5373	0	0	0	6	0	0	0	0	0	0	0	0
ASV_5374	0	0	0	6	0	0	0	0	0	0	0	0
ASV_5375	0	0	0	6	0	0	0	0	0	0	0	0
ASV_5376	0	0	0	6	0	0	0	0	0	0	0	0
ASV_5377	0	0	0	6	0	0	0	0	0	0	0	0
ASV_5378	0	0	0	6	0	0	0	0	0	0	0	0
ASV_5379	0	0	0	6	0	0	0	0	0	0	0	0
ASV_5380	0	0	0	6	0	0	0	0	0	0	0	0
ASV_5381	0	0	0	6	0	0	0	0	0	0	0	0
ASV_5382	0	0	0	6	0	0	0	0	0	0	0	0
ASV_5383	0	0	0	6	0	0	0	0	0	0	0	0
ASV_5384	0	0	0	6	0	0	0	0	0	0	0	0
ASV_5385	0	0	0	6	0	0	0	0	0	0	0	0
ASV_5386	0	0	0	6	0	0	0	0	0	0	0	0
ASV_5387	0	0	0	6	0	0	0	0	0	0	0	0
ASV_5388	0	0	0	6	0	0	0	0	0	0	0	0
ASV_5389	0	0	0	6	0	0	0	0	0	0	0	0
ASV_5390	0	0	0	6	0	0	0	0	0	0	0	0
ASV_5391	0	0	0	2	0	0	0	0	4	0	0	0
ASV_5392	0	0	0	0	6	0	0	0	0	0	0	0
ASV_5393	0	0	0	0	6	0	0	0	0	0	0	0
ASV_5394	0	0	0	0	6	0	0	0	0	0	0	0
ASV_5395	0	0	0	0	6	0	0	0	0	0	0	0
ASV_5396	0	0	0	0	6	0	0	0	0	0	0	0
ASV_5397	0	0	0	0	6	0	0	0	0	0	0	0
ASV_5398	0	0	0	0	6	0	0	0	0	0	0	0
ASV_5399	0	0	0	0	6	0	0	0	0	0	0	0
ASV_5400	0	0	0	0	6	0	0	0	0	0	0	0
ASV_5401	0	0	0	0	6	0	0	0	0	0	0	0
ASV_5402	0	0	0	0	6	0	0	0	0	0	0	0
ASV_5403	0	0	0	0	6	0	0	0	0	0	0	0
ASV_5404	0	0	0	0	6	0	0	0	0	0	0	0
ASV_5405	0	0	0	0	6	0	0	0	0	0	0	0
ASV_5406	0	0	0	0	6	0	0	0	0	0	0	0
ASV_5407	0	0	0	0	6	0	0	0	0	0	0	0
ASV_5408	0	0	0	0	6	0	0	0	0	0	0	0
ASV_5409	0	0	0	0	6	0	0	0	0	0	0	0
ASV_5410	0	0	0	0	6	0	0	0	0	0	0	0
ASV_5411	0	0	0	0	6	0	0	0	0	0	0	0
ASV_5412	0	0	0	0	6	0	0	0	0	0	0	0
ASV_5413	0	0	0	0	6	0	0	0	0	0	0	0
ASV_5414	0	0	0	0	6	0	0	0	0	0	0	0
ASV_5415	0	0	0	0	6	0	0	0	0	0	0	0
ASV_5416	0	0	0	0	6	0	0	0	0	0	0	0
ASV_5417	0	0	0	0	6	0	0	0	0	0	0	0
ASV_5418	0	0	0	0	6	0	0	0	0	0	0	0
ASV_5419	0	0	0	0	6	0	0	0	0	0	0	0
ASV_5420	0	0	0	0	6	0	0	0	0	0	0	0
ASV_5421	0	0	0	0	6	0	0	0	0	0	0	0
ASV_5422	0	0	0	0	6	0	0	0	0	0	0	0
ASV_5423	0	0	0	0	6	0	0	0	0	0	0	0
ASV_5424	0	0	0	0	6	0	0	0	0	0	0	0
ASV_5425	0	0	0	0	6	0	0	0	0	0	0	0
ASV_5426	0	0	0	0	6	0	0	0	0	0	0	0
ASV_5427	0	0	0	0	6	0	0	0	0	0	0	0
ASV_5428	0	0	0	0	6	0	0	0	0	0	0	0
ASV_5429	0	0	0	0	6	0	0	0	0	0	0	0
ASV_5430	0	0	0	0	6	0	0	0	0	0	0	0
ASV_5431	0	0	0	0	6	0	0	0	0	0	0	0
ASV_5432	0	0	0	0	6	0	0	0	0	0	0	0
ASV_5433	0	0	0	0	6	0	0	0	0	0	0	0
ASV_5434	0	0	0	0	6	0	0	0	0	0	0	0
ASV_5435	0	0	0	0	6	0	0	0	0	0	0	0
ASV_5436	0	0	0	0	6	0	0	0	0	0	0	0
ASV_5437	0	0	0	0	6	0	0	0	0	0	0	0
ASV_5438	0	0	0	0	6	0	0	0	0	0	0	0
ASV_5439	0	0	0	0	6	0	0	0	0	0	0	0
ASV_5440	0	0	0	0	0	6	0	0	0	0	0	0
ASV_5441	0	0	0	0	0	6	0	0	0	0	0	0
ASV_5442	0	0	0	0	0	6	0	0	0	0	0	0
ASV_5443	0	0	0	0	0	6	0	0	0	0	0	0
ASV_5444	0	0	0	0	0	6	0	0	0	0	0	0
ASV_5445	0	0	0	0	0	6	0	0	0	0	0	0
ASV_5446	0	0	0	0	0	6	0	0	0	0	0	0
ASV_5447	0	0	0	0	0	6	0	0	0	0	0	0
ASV_5448	0	0	0	0	0	6	0	0	0	0	0	0
ASV_5449	0	0	0	0	0	6	0	0	0	0	0	0
ASV_5450	0	0	0	0	0	6	0	0	0	0	0	0
ASV_5451	0	0	0	0	0	6	0	0	0	0	0	0
ASV_5452	0	0	0	0	0	6	0	0	0	0	0	0
ASV_5453	0	0	0	0	0	6	0	0	0	0	0	0
ASV_5454	0	0	0	0	0	6	0	0	0	0	0	0
ASV_5455	0	0	0	0	0	6	0	0	0	0	0	0
