	CS1-Fungus	CS2-Fungus	CS3-Fungus	FS1-Fungus	FS2-Fungus	FS3-Fungus	SC1-Fungus	SC2-Fungus	SC3-Fungus	WS1-Fungus	WS2-Fungus	WS3-Fungus
ASV_1764	0	9	19	6	0	0	0	0	0	10	0	13
ASV_1765	0	8	24	10	0	0	0	0	0	9	0	6
ASV_1766	0	4	0	0	53	0	0	0	0	0	0	0
ASV_1767	0	0	0	57	0	0	0	0	0	0	0	0
ASV_1768	0	0	0	0	57	0	0	0	0	0	0	0
ASV_1769	0	0	0	0	12	0	6	13	26	0	0	0
ASV_1770	0	0	0	0	12	45	0	0	0	0	0	0
ASV_1771	0	0	0	0	0	57	0	0	0	0	0	0
ASV_1772	0	0	0	0	0	19	17	21	0	0	0	0
ASV_1773	0	0	0	0	0	0	57	0	0	0	0	0
ASV_1774	0	0	0	0	0	0	39	18	0	0	0	0
ASV_1775	0	0	0	0	0	0	31	26	0	0	0	0
ASV_1776	0	0	0	0	0	0	25	32	0	0	0	0
ASV_1777	0	0	0	0	0	0	14	16	27	0	0	0
ASV_1778	0	0	0	0	0	0	0	0	0	57	0	0
ASV_1779	0	0	0	0	0	0	0	0	0	0	26	31
ASV_1780	38	0	0	0	0	0	0	0	18	0	0	0
ASV_1781	0	56	0	0	0	0	0	0	0	0	0	0
ASV_1782	0	35	0	0	21	0	0	0	0	0	0	0
ASV_1783	0	18	0	0	0	0	0	0	0	25	0	13
ASV_1784	0	14	0	0	17	25	0	0	0	0	0	0
ASV_1785	0	0	23	13	0	0	0	0	0	0	20	0
ASV_1786	0	0	0	56	0	0	0	0	0	0	0	0
ASV_1787	0	0	0	21	22	13	0	0	0	0	0	0
ASV_1788	0	0	0	0	56	0	0	0	0	0	0	0
ASV_1789	0	0	0	0	0	56	0	0	0	0	0	0
ASV_1790	0	0	0	0	0	56	0	0	0	0	0	0
ASV_1791	0	0	0	0	0	56	0	0	0	0	0	0
ASV_1792	0	0	0	0	0	0	56	0	0	0	0	0
ASV_1793	0	0	0	0	0	0	29	27	0	0	0	0
ASV_1794	0	0	0	0	0	0	18	38	0	0	0	0
ASV_1795	0	0	0	0	0	0	16	11	29	0	0	0
ASV_1796	0	0	0	0	0	0	0	0	0	0	33	23
ASV_1797	55	0	0	0	0	0	0	0	0	0	0	0
ASV_1798	4	0	0	0	0	0	6	9	27	9	0	0
ASV_1799	3	0	0	23	0	13	0	0	8	0	8	0
ASV_1800	0	42	0	0	0	0	0	0	13	0	0	0
ASV_1801	0	0	0	55	0	0	0	0	0	0	0	0
ASV_1802	0	0	0	55	0	0	0	0	0	0	0	0
ASV_1803	0	0	0	42	0	13	0	0	0	0	0	0
ASV_1804	0	0	0	36	19	0	0	0	0	0	0	0
ASV_1805	0	0	0	34	21	0	0	0	0	0	0	0
ASV_1806	0	0	0	6	15	15	11	8	0	0	0	0
ASV_1807	0	0	0	0	0	55	0	0	0	0	0	0
ASV_1808	0	0	0	0	0	0	0	0	55	0	0	0
ASV_1809	0	0	0	0	0	0	0	0	0	0	55	0
ASV_1810	14	0	40	0	0	0	0	0	0	0	0	0
ASV_1811	0	54	0	0	0	0	0	0	0	0	0	0
ASV_1812	0	0	15	0	0	0	0	0	0	39	0	0
ASV_1813	0	0	0	54	0	0	0	0	0	0	0	0
ASV_1814	0	0	0	54	0	0	0	0	0	0	0	0
ASV_1815	0	0	0	54	0	0	0	0	0	0	0	0
ASV_1816	0	0	0	11	27	16	0	0	0	0	0	0
ASV_1817	0	0	0	0	54	0	0	0	0	0	0	0
ASV_1818	0	0	0	0	39	15	0	0	0	0	0	0
ASV_1819	0	0	0	0	0	54	0	0	0	0	0	0
ASV_1820	0	0	0	0	0	0	33	21	0	0	0	0
ASV_1821	0	0	0	0	0	0	22	22	10	0	0	0
ASV_1822	0	0	0	0	0	0	21	0	33	0	0	0
ASV_1823	0	0	0	0	0	0	19	30	5	0	0	0
ASV_1824	0	0	0	0	0	0	16	27	11	0	0	0
ASV_1825	0	0	0	0	0	0	12	15	20	0	7	0
ASV_1826	0	35	18	0	0	0	0	0	0	0	0	0
ASV_1827	0	19	0	0	5	0	9	12	8	0	0	0
ASV_1828	0	0	53	0	0	0	0	0	0	0	0	0
ASV_1829	0	0	11	0	0	0	0	0	0	12	17	13
ASV_1830	0	0	0	53	0	0	0	0	0	0	0	0
ASV_1831	0	0	0	53	0	0	0	0	0	0	0	0
ASV_1832	0	0	0	53	0	0	0	0	0	0	0	0
ASV_1833	0	0	0	39	0	14	0	0	0	0	0	0
ASV_1834	0	0	0	39	14	0	0	0	0	0	0	0
ASV_1835	0	0	0	18	35	0	0	0	0	0	0	0
ASV_1836	0	0	0	8	11	18	4	4	8	0	0	0
ASV_1837	0	0	0	0	53	0	0	0	0	0	0	0
ASV_1838	0	0	0	0	53	0	0	0	0	0	0	0
ASV_1839	0	0	0	0	53	0	0	0	0	0	0	0
ASV_1840	0	0	0	0	32	0	12	9	0	0	0	0
ASV_1841	0	0	0	0	24	29	0	0	0	0	0	0
ASV_1842	0	0	0	0	0	53	0	0	0	0	0	0
ASV_1843	0	0	0	0	0	53	0	0	0	0	0	0
ASV_1844	0	0	0	0	0	0	20	22	11	0	0	0
ASV_1845	0	0	0	0	0	0	0	53	0	0	0	0
ASV_1846	0	0	0	0	0	0	0	0	36	0	0	17
ASV_1847	0	0	0	0	0	0	0	0	0	24	0	29
ASV_1848	0	0	0	0	0	0	0	0	0	0	53	0
ASV_1849	0	0	0	0	0	0	0	0	0	0	53	0
ASV_1850	0	24	0	0	0	0	0	0	0	19	9	0
ASV_1851	0	5	12	0	35	0	0	0	0	0	0	0
ASV_1852	0	4	0	0	0	0	0	0	0	0	0	48
ASV_1853	0	0	8	0	44	0	0	0	0	0	0	0
ASV_1854	0	0	0	52	0	0	0	0	0	0	0	0
ASV_1855	0	0	0	52	0	0	0	0	0	0	0	0
ASV_1856	0	0	0	52	0	0	0	0	0	0	0	0
ASV_1857	0	0	0	52	0	0	0	0	0	0	0	0
ASV_1858	0	0	0	32	0	0	7	13	0	0	0	0
ASV_1859	0	0	0	23	22	7	0	0	0	0	0	0
ASV_1860	0	0	0	20	32	0	0	0	0	0	0	0
ASV_1861	0	0	0	0	0	0	19	0	33	0	0	0
ASV_1862	0	0	0	0	0	0	18	16	18	0	0	0
ASV_1863	0	0	0	0	0	0	0	52	0	0	0	0
ASV_1864	0	0	0	0	0	0	0	20	32	0	0	0
ASV_1865	0	0	0	0	0	0	0	0	52	0	0	0
ASV_1866	0	0	0	0	0	0	0	0	52	0	0	0
ASV_1867	0	0	0	0	0	0	0	0	0	52	0	0
ASV_1868	0	0	0	0	0	0	0	0	0	0	30	22
ASV_1869	0	44	0	0	0	0	0	0	0	0	0	7
ASV_1870	0	0	51	0	0	0	0	0	0	0	0	0
ASV_1871	0	0	24	0	0	0	0	0	0	0	0	27
ASV_1872	0	0	13	0	0	0	0	0	4	11	5	18
ASV_1873	0	0	0	51	0	0	0	0	0	0	0	0
ASV_1874	0	0	0	51	0	0	0	0	0	0	0	0
ASV_1875	0	0	0	51	0	0	0	0	0	0	0	0
ASV_1876	0	0	0	37	14	0	0	0	0	0	0	0
ASV_1877	0	0	0	37	0	14	0	0	0	0	0	0
ASV_1878	0	0	0	24	27	0	0	0	0	0	0	0
ASV_1879	0	0	0	22	20	9	0	0	0	0	0	0
ASV_1880	0	0	0	0	51	0	0	0	0	0	0	0
ASV_1881	0	0	0	0	51	0	0	0	0	0	0	0
ASV_1882	0	0	0	0	0	51	0	0	0	0	0	0
ASV_1883	0	0	0	0	0	51	0	0	0	0	0	0
ASV_1884	0	0	0	0	0	0	0	51	0	0	0	0
ASV_1885	0	0	0	0	0	0	0	0	0	0	38	13
ASV_1886	0	0	0	0	0	0	0	0	0	0	0	51
ASV_1887	13	0	0	0	0	0	0	0	0	26	11	0
ASV_1888	11	10	0	0	0	0	5	10	0	0	0	14
ASV_1889	5	0	0	0	0	0	16	26	3	0	0	0
ASV_1890	2	0	0	0	0	48	0	0	0	0	0	0
ASV_1891	0	50	0	0	0	0	0	0	0	0	0	0
ASV_1892	0	33	17	0	0	0	0	0	0	0	0	0
ASV_1893	0	11	11	0	0	0	0	0	0	10	18	0
ASV_1894	0	0	50	0	0	0	0	0	0	0	0	0
ASV_1895	0	0	37	0	0	0	0	0	13	0	0	0
ASV_1896	0	0	14	0	0	0	19	17	0	0	0	0
ASV_1897	0	0	0	50	0	0	0	0	0	0	0	0
ASV_1898	0	0	0	50	0	0	0	0	0	0	0	0
ASV_1899	0	0	0	50	0	0	0	0	0	0	0	0
ASV_1900	0	0	0	38	0	12	0	0	0	0	0	0
ASV_1901	0	0	0	24	0	26	0	0	0	0	0	0
ASV_1902	0	0	0	19	31	0	0	0	0	0	0	0
ASV_1903	0	0	0	17	0	11	0	0	0	0	22	0
ASV_1904	0	0	0	0	0	50	0	0	0	0	0	0
ASV_1905	0	0	0	0	0	50	0	0	0	0	0	0
ASV_1906	0	0	0	0	0	50	0	0	0	0	0	0
ASV_1907	0	0	0	0	0	50	0	0	0	0	0	0
ASV_1908	0	0	0	0	0	50	0	0	0	0	0	0
ASV_1909	0	0	0	0	0	26	11	13	0	0	0	0
ASV_1910	0	0	0	0	0	0	29	21	0	0	0	0
ASV_1911	0	0	0	0	0	0	18	12	20	0	0	0
ASV_1912	0	0	0	0	0	0	12	11	27	0	0	0
ASV_1913	0	0	0	0	0	0	10	14	26	0	0	0
ASV_1914	0	0	0	0	0	0	0	50	0	0	0	0
ASV_1915	0	0	0	0	0	0	0	4	46	0	0	0
ASV_1916	0	0	0	0	0	0	0	0	50	0	0	0
ASV_1917	0	0	0	0	0	0	0	0	0	31	19	0
ASV_1918	0	0	0	0	0	0	0	0	0	16	0	34
ASV_1919	12	0	17	0	0	9	0	0	0	0	0	11
ASV_1920	0	49	0	0	0	0	0	0	0	0	0	0
ASV_1921	0	49	0	0	0	0	0	0	0	0	0	0
ASV_1922	0	35	0	0	0	0	0	0	0	0	10	4
ASV_1923	0	16	10	0	16	0	0	0	0	7	0	0
ASV_1924	0	16	0	0	0	0	0	0	26	0	7	0
ASV_1925	0	0	0	49	0	0	0	0	0	0	0	0
ASV_1926	0	0	0	49	0	0	0	0	0	0	0	0
ASV_1927	0	0	0	33	16	0	0	0	0	0	0	0
ASV_1928	0	0	0	22	0	21	0	0	6	0	0	0
ASV_1929	0	0	0	0	49	0	0	0	0	0	0	0
ASV_1930	0	0	0	0	49	0	0	0	0	0	0	0
ASV_1931	0	0	0	0	49	0	0	0	0	0	0	0
ASV_1932	0	0	0	0	49	0	0	0	0	0	0	0
ASV_1933	0	0	0	0	36	0	0	0	0	0	13	0
ASV_1934	0	0	0	0	17	0	6	9	17	0	0	0
ASV_1935	0	0	0	0	14	0	0	5	30	0	0	0
ASV_1936	0	0	0	0	0	49	0	0	0	0	0	0
ASV_1937	0	0	0	0	0	49	0	0	0	0	0	0
ASV_1938	0	0	0	0	0	17	0	6	26	0	0	0
ASV_1939	0	0	0	0	0	0	24	25	0	0	0	0
ASV_1940	0	0	0	0	0	0	8	11	30	0	0	0
ASV_1941	0	0	0	0	0	0	0	49	0	0	0	0
ASV_1942	0	0	0	0	0	0	0	0	49	0	0	0
ASV_1943	0	0	0	0	0	0	0	0	29	0	20	0
ASV_1944	0	0	0	0	0	0	0	0	0	40	0	9
ASV_1945	0	0	0	0	0	0	0	0	0	27	0	22
ASV_1946	0	0	0	0	0	0	0	0	0	5	0	44
ASV_1947	0	0	0	0	0	0	0	0	0	0	49	0
ASV_1948	0	0	0	0	0	0	0	0	0	0	10	39
ASV_1949	19	5	0	0	0	0	0	0	24	0	0	0
ASV_1950	5	0	0	0	0	0	22	21	0	0	0	0
ASV_1951	0	16	0	0	0	0	0	0	0	0	0	32
ASV_1952	0	0	24	0	0	0	0	0	0	7	8	9
ASV_1953	0	0	7	0	0	0	0	0	8	0	13	20
ASV_1954	0	0	0	48	0	0	0	0	0	0	0	0
ASV_1955	0	0	0	48	0	0	0	0	0	0	0	0
ASV_1956	0	0	0	48	0	0	0	0	0	0	0	0
ASV_1957	0	0	0	34	14	0	0	0	0	0	0	0
ASV_1958	0	0	0	28	0	20	0	0	0	0	0	0
ASV_1959	0	0	0	17	14	17	0	0	0	0	0	0
ASV_1960	0	0	0	10	38	0	0	0	0	0	0	0
ASV_1961	0	0	0	0	48	0	0	0	0	0	0	0
ASV_1962	0	0	0	0	48	0	0	0	0	0	0	0
ASV_1963	0	0	0	0	48	0	0	0	0	0	0	0
ASV_1964	0	0	0	0	48	0	0	0	0	0	0	0
ASV_1965	0	0	0	0	36	12	0	0	0	0	0	0
ASV_1966	0	0	0	0	33	15	0	0	0	0	0	0
ASV_1967	0	0	0	0	23	25	0	0	0	0	0	0
ASV_1968	0	0	0	0	23	0	13	12	0	0	0	0
ASV_1969	0	0	0	0	15	12	0	0	0	0	0	21
ASV_1970	0	0	0	0	0	48	0	0	0	0	0	0
ASV_1971	0	0	0	0	0	48	0	0	0	0	0	0
ASV_1972	0	0	0	0	0	31	10	7	0	0	0	0
ASV_1973	0	0	0	0	0	0	16	19	13	0	0	0
ASV_1974	0	0	0	0	0	0	7	9	17	0	15	0
ASV_1975	0	0	0	0	0	0	0	0	48	0	0	0
ASV_1976	0	0	0	0	0	0	0	0	0	0	48	0
ASV_1977	17	0	0	0	0	0	0	0	0	15	9	6
ASV_1978	0	47	0	0	0	0	0	0	0	0	0	0
ASV_1979	0	12	16	0	0	0	0	0	4	0	0	15
ASV_1980	0	6	0	22	0	3	0	0	0	16	0	0
ASV_1981	0	0	8	0	0	0	0	0	7	0	8	24
ASV_1982	0	0	6	0	0	41	0	0	0	0	0	0
ASV_1983	0	0	0	47	0	0	0	0	0	0	0	0
ASV_1984	0	0	0	32	0	15	0	0	0	0	0	0
ASV_1985	0	0	0	28	11	8	0	0	0	0	0	0
ASV_1986	0	0	0	15	0	23	4	5	0	0	0	0
ASV_1987	0	0	0	0	47	0	0	0	0	0	0	0
ASV_1988	0	0	0	0	47	0	0	0	0	0	0	0
ASV_1989	0	0	0	0	34	13	0	0	0	0	0	0
ASV_1990	0	0	0	0	0	35	0	0	12	0	0	0
ASV_1991	0	0	0	0	0	0	26	21	0	0	0	0
ASV_1992	0	0	0	0	0	0	7	5	35	0	0	0
ASV_1993	0	0	0	0	0	0	0	47	0	0	0	0
ASV_1994	0	0	0	0	0	0	0	0	47	0	0	0
ASV_1995	0	0	0	0	0	0	0	0	0	0	47	0
ASV_1996	46	0	0	0	0	0	0	0	0	0	0	0
ASV_1997	3	26	0	0	0	0	0	0	0	17	0	0
ASV_1998	0	22	24	0	0	0	0	0	0	0	0	0
ASV_1999	0	0	46	0	0	0	0	0	0	0	0	0
ASV_2000	0	0	20	0	0	0	0	0	0	11	0	15
ASV_2001	0	0	0	46	0	0	0	0	0	0	0	0
ASV_2002	0	0	0	46	0	0	0	0	0	0	0	0
ASV_2003	0	0	0	37	0	0	0	0	9	0	0	0
ASV_2004	0	0	0	26	20	0	0	0	0	0	0	0
ASV_2005	0	0	0	22	24	0	0	0	0	0	0	0
ASV_2006	0	0	0	0	46	0	0	0	0	0	0	0
ASV_2007	0	0	0	0	12	34	0	0	0	0	0	0
ASV_2008	0	0	0	0	10	36	0	0	0	0	0	0
ASV_2009	0	0	0	0	0	46	0	0	0	0	0	0
ASV_2010	0	0	0	0	0	46	0	0	0	0	0	0
ASV_2011	0	0	0	0	0	0	21	25	0	0	0	0
ASV_2012	0	0	0	0	0	0	11	15	20	0	0	0
ASV_2013	0	0	0	0	0	0	0	0	46	0	0	0
ASV_2014	0	0	0	0	0	0	0	0	46	0	0	0
ASV_2015	0	0	0	0	0	0	0	0	0	24	22	0
ASV_2016	0	0	0	0	0	0	0	0	0	21	0	25
ASV_2017	0	0	0	0	0	0	0	0	0	18	28	0
ASV_2018	0	0	0	0	0	0	0	0	0	0	46	0
ASV_2019	0	0	0	0	0	0	0	0	0	0	31	15
ASV_2020	0	0	0	0	0	0	0	0	0	0	20	26
ASV_2021	0	0	0	0	0	0	0	0	0	0	0	46
ASV_2022	0	0	0	0	0	0	0	0	0	0	0	46
ASV_2023	4	30	0	0	0	0	0	0	11	0	0	0
ASV_2024	0	30	0	0	0	0	0	0	15	0	0	0
ASV_2025	0	0	45	0	0	0	0	0	0	0	0	0
ASV_2026	0	0	0	45	0	0	0	0	0	0	0	0
ASV_2027	0	0	0	45	0	0	0	0	0	0	0	0
ASV_2028	0	0	0	45	0	0	0	0	0	0	0	0
ASV_2029	0	0	0	37	8	0	0	0	0	0	0	0
ASV_2030	0	0	0	19	4	22	0	0	0	0	0	0
ASV_2031	0	0	0	0	45	0	0	0	0	0	0	0
ASV_2032	0	0	0	0	25	20	0	0	0	0	0	0
ASV_2033	0	0	0	0	0	45	0	0	0	0	0	0
ASV_2034	0	0	0	0	0	45	0	0	0	0	0	0
ASV_2035	0	0	0	0	0	0	27	18	0	0	0	0
ASV_2036	0	0	0	0	0	0	18	19	0	0	0	8
ASV_2037	0	0	0	0	0	0	0	45	0	0	0	0
ASV_2038	0	0	0	0	0	0	0	0	0	22	0	23
ASV_2039	0	0	0	0	0	0	0	0	0	0	11	34
ASV_2040	44	0	0	0	0	0	0	0	0	0	0	0
ASV_2041	0	44	0	0	0	0	0	0	0	0	0	0
ASV_2042	0	7	0	0	0	0	0	0	0	18	19	0
ASV_2043	0	0	19	0	0	0	13	12	0	0	0	0
ASV_2044	0	0	0	44	0	0	0	0	0	0	0	0
ASV_2045	0	0	0	44	0	0	0	0	0	0	0	0
ASV_2046	0	0	0	44	0	0	0	0	0	0	0	0
ASV_2047	0	0	0	44	0	0	0	0	0	0	0	0
ASV_2048	0	0	0	44	0	0	0	0	0	0	0	0
ASV_2049	0	0	0	44	0	0	0	0	0	0	0	0
ASV_2050	0	0	0	35	9	0	0	0	0	0	0	0
ASV_2051	0	0	0	23	10	0	0	0	0	0	0	11
ASV_2052	0	0	0	13	0	31	0	0	0	0	0	0
ASV_2053	0	0	0	11	0	0	12	21	0	0	0	0
ASV_2054	0	0	0	0	44	0	0	0	0	0	0	0
ASV_2055	0	0	0	0	28	16	0	0	0	0	0	0
ASV_2056	0	0	0	0	0	44	0	0	0	0	0	0
ASV_2057	0	0	0	0	0	44	0	0	0	0	0	0
ASV_2058	0	0	0	0	0	0	8	14	0	0	0	22
ASV_2059	0	0	0	0	0	0	7	11	26	0	0	0
ASV_2060	0	0	0	0	0	0	0	0	44	0	0	0
ASV_2061	0	0	0	0	0	0	0	0	0	0	44	0
ASV_2062	0	6	0	22	0	0	0	0	0	15	0	0
ASV_2063	0	0	0	43	0	0	0	0	0	0	0	0
ASV_2064	0	0	0	43	0	0	0	0	0	0	0	0
ASV_2065	0	0	0	43	0	0	0	0	0	0	0	0
ASV_2066	0	0	0	43	0	0	0	0	0	0	0	0
ASV_2067	0	0	0	28	0	15	0	0	0	0	0	0
ASV_2068	0	0	0	27	16	0	0	0	0	0	0	0
ASV_2069	0	0	0	11	32	0	0	0	0	0	0	0
ASV_2070	0	0	0	0	43	0	0	0	0	0	0	0
ASV_2071	0	0	0	0	43	0	0	0	0	0	0	0
ASV_2072	0	0	0	0	43	0	0	0	0	0	0	0
ASV_2073	0	0	0	0	43	0	0	0	0	0	0	0
ASV_2074	0	0	0	0	43	0	0	0	0	0	0	0
ASV_2075	0	0	0	0	43	0	0	0	0	0	0	0
ASV_2076	0	0	0	0	43	0	0	0	0	0	0	0
ASV_2077	0	0	0	0	0	43	0	0	0	0	0	0
ASV_2078	0	0	0	0	0	32	0	0	11	0	0	0
ASV_2079	0	0	0	0	0	0	29	14	0	0	0	0
ASV_2080	0	0	0	0	0	0	25	0	18	0	0	0
ASV_2081	0	0	0	0	0	0	22	21	0	0	0	0
ASV_2082	0	0	0	0	0	0	10	33	0	0	0	0
ASV_2083	0	0	0	0	0	0	5	4	0	0	17	17
ASV_2084	0	0	0	0	0	0	0	0	43	0	0	0
ASV_2085	0	0	0	0	0	0	0	0	43	0	0	0
ASV_2086	0	0	0	0	0	0	0	0	21	0	7	15
ASV_2087	0	0	0	0	0	0	0	0	8	0	13	22
ASV_2088	0	0	0	0	0	0	0	0	0	0	0	43
ASV_2089	0	42	0	0	0	0	0	0	0	0	0	0
ASV_2090	0	23	19	0	0	0	0	0	0	0	0	0
ASV_2091	0	9	11	0	22	0	0	0	0	0	0	0
ASV_2092	0	6	0	0	0	16	0	0	14	0	0	6
ASV_2093	0	0	24	18	0	0	0	0	0	0	0	0
ASV_2094	0	0	0	42	0	0	0	0	0	0	0	0
ASV_2095	0	0	0	42	0	0	0	0	0	0	0	0
ASV_2096	0	0	0	42	0	0	0	0	0	0	0	0
ASV_2097	0	0	0	29	0	13	0	0	0	0	0	0
ASV_2098	0	0	0	0	42	0	0	0	0	0	0	0
ASV_2099	0	0	0	0	42	0	0	0	0	0	0	0
ASV_2100	0	0	0	0	42	0	0	0	0	0	0	0
ASV_2101	0	0	0	0	42	0	0	0	0	0	0	0
ASV_2102	0	0	0	0	42	0	0	0	0	0	0	0
ASV_2103	0	0	0	0	17	25	0	0	0	0	0	0
ASV_2104	0	0	0	0	12	30	0	0	0	0	0	0
ASV_2105	0	0	0	0	0	0	42	0	0	0	0	0
ASV_2106	0	0	0	0	0	0	25	17	0	0	0	0
ASV_2107	0	0	0	0	0	0	20	22	0	0	0	0
ASV_2108	0	0	0	0	0	0	15	13	14	0	0	0
ASV_2109	0	0	0	0	0	0	0	42	0	0	0	0
ASV_2110	0	0	0	0	0	0	0	0	42	0	0	0
ASV_2111	0	0	0	0	0	0	0	0	25	11	0	6
ASV_2112	0	0	0	0	0	0	0	0	0	0	42	0
ASV_2113	11	0	0	0	0	0	0	0	0	11	0	19
ASV_2114	0	41	0	0	0	0	0	0	0	0	0	0
ASV_2115	0	12	0	0	0	0	0	0	0	29	0	0
ASV_2116	0	8	0	0	0	0	0	0	0	18	0	15
ASV_2117	0	0	28	13	0	0	0	0	0	0	0	0
ASV_2118	0	0	0	41	0	0	0	0	0	0	0	0
ASV_2119	0	0	0	41	0	0	0	0	0	0	0	0
ASV_2120	0	0	0	41	0	0	0	0	0	0	0	0
ASV_2121	0	0	0	35	6	0	0	0	0	0	0	0
ASV_2122	0	0	0	34	0	7	0	0	0	0	0	0
ASV_2123	0	0	0	33	0	8	0	0	0	0	0	0
ASV_2124	0	0	0	31	10	0	0	0	0	0	0	0
ASV_2125	0	0	0	16	25	0	0	0	0	0	0	0
ASV_2126	0	0	0	0	41	0	0	0	0	0	0	0
ASV_2127	0	0	0	0	41	0	0	0	0	0	0	0
ASV_2128	0	0	0	0	41	0	0	0	0	0	0	0
ASV_2129	0	0	0	0	32	9	0	0	0	0	0	0
ASV_2130	0	0	0	0	24	17	0	0	0	0	0	0
ASV_2131	0	0	0	0	0	41	0	0	0	0	0	0
ASV_2132	0	0	0	0	0	0	22	19	0	0	0	0
ASV_2133	0	0	0	0	0	0	22	19	0	0	0	0
ASV_2134	0	0	0	0	0	0	8	6	27	0	0	0
ASV_2135	0	0	0	0	0	0	8	12	12	0	9	0
ASV_2136	0	0	0	0	0	0	0	3	38	0	0	0
ASV_2137	0	0	0	0	0	0	0	0	41	0	0	0
ASV_2138	0	0	0	0	0	0	0	0	41	0	0	0
ASV_2139	0	0	0	0	0	0	0	0	41	0	0	0
ASV_2140	0	0	0	0	0	0	0	0	41	0	0	0
ASV_2141	0	0	0	0	0	0	0	0	0	25	0	16
ASV_2142	0	0	0	0	0	0	0	0	0	0	22	19
ASV_2143	18	8	0	0	0	0	0	0	0	0	0	14
ASV_2144	0	13	0	0	0	0	6	0	21	0	0	0
ASV_2145	0	9	13	0	0	0	0	0	0	0	18	0
ASV_2146	0	0	0	40	0	0	0	0	0	0	0	0
ASV_2147	0	0	0	40	0	0	0	0	0	0	0	0
ASV_2148	0	0	0	40	0	0	0	0	0	0	0	0
ASV_2149	0	0	0	40	0	0	0	0	0	0	0	0
ASV_2150	0	0	0	40	0	0	0	0	0	0	0	0
ASV_2151	0	0	0	31	9	0	0	0	0	0	0	0
ASV_2152	0	0	0	27	13	0	0	0	0	0	0	0
ASV_2153	0	0	0	22	0	0	4	0	0	10	4	0
ASV_2154	0	0	0	0	40	0	0	0	0	0	0	0
ASV_2155	0	0	0	0	40	0	0	0	0	0	0	0
ASV_2156	0	0	0	0	40	0	0	0	0	0	0	0
ASV_2157	0	0	0	0	40	0	0	0	0	0	0	0
ASV_2158	0	0	0	0	32	8	0	0	0	0	0	0
ASV_2159	0	0	0	0	24	0	0	0	16	0	0	0
ASV_2160	0	0	0	0	16	24	0	0	0	0	0	0
ASV_2161	0	0	0	0	0	40	0	0	0	0	0	0
ASV_2162	0	0	0	0	0	40	0	0	0	0	0	0
ASV_2163	0	0	0	0	0	0	19	21	0	0	0	0
ASV_2164	0	0	0	0	0	0	17	23	0	0	0	0
ASV_2165	0	0	0	0	0	0	0	0	40	0	0	0
ASV_2166	0	0	0	0	0	0	0	0	40	0	0	0
ASV_2167	0	0	0	0	0	0	0	0	40	0	0	0
ASV_2168	0	0	0	0	0	0	0	0	40	0	0	0
ASV_2169	0	0	0	0	0	0	0	0	0	40	0	0
ASV_2170	0	0	0	0	0	0	0	0	0	0	40	0
ASV_2171	0	0	0	0	0	0	0	0	0	0	29	11
ASV_2172	39	0	0	0	0	0	0	0	0	0	0	0
ASV_2173	3	10	3	0	0	0	0	0	4	0	8	11
ASV_2174	0	39	0	0	0	0	0	0	0	0	0	0
ASV_2175	0	15	0	0	0	0	0	0	0	0	12	12
ASV_2176	0	0	39	0	0	0	0	0	0	0	0	0
ASV_2177	0	0	18	0	0	0	0	0	12	0	0	9
ASV_2178	0	0	10	0	25	0	0	0	0	0	4	0
ASV_2179	0	0	6	16	17	0	0	0	0	0	0	0
ASV_2180	0	0	0	39	0	0	0	0	0	0	0	0
ASV_2181	0	0	0	39	0	0	0	0	0	0	0	0
ASV_2182	0	0	0	39	0	0	0	0	0	0	0	0
ASV_2183	0	0	0	39	0	0	0	0	0	0	0	0
ASV_2184	0	0	0	39	0	0	0	0	0	0	0	0
ASV_2185	0	0	0	39	0	0	0	0	0	0	0	0
ASV_2186	0	0	0	21	0	0	18	0	0	0	0	0
ASV_2187	0	0	0	16	0	15	0	0	0	0	0	8
ASV_2188	0	0	0	10	0	29	0	0	0	0	0	0
ASV_2189	0	0	0	6	0	0	0	0	0	4	22	7
ASV_2190	0	0	0	0	39	0	0	0	0	0	0	0
ASV_2191	0	0	0	0	39	0	0	0	0	0	0	0
ASV_2192	0	0	0	0	39	0	0	0	0	0	0	0
ASV_2193	0	0	0	0	24	15	0	0	0	0	0	0
ASV_2194	0	0	0	0	0	39	0	0	0	0	0	0
ASV_2195	0	0	0	0	0	39	0	0	0	0	0	0
ASV_2196	0	0	0	0	0	17	0	0	22	0	0	0
ASV_2197	0	0	0	0	0	0	22	17	0	0	0	0
ASV_2198	0	0	0	0	0	0	21	18	0	0	0	0
ASV_2199	0	0	0	0	0	0	0	0	39	0	0	0
ASV_2200	0	0	0	0	0	0	0	0	0	39	0	0
ASV_2201	0	0	0	0	0	0	0	0	0	0	0	39
ASV_2202	0	0	0	0	0	0	0	0	0	0	0	39
ASV_2203	0	0	0	0	0	0	0	0	0	0	0	39
ASV_2204	0	0	0	0	0	0	0	0	0	0	0	39
ASV_2205	0	38	0	0	0	0	0	0	0	0	0	0
ASV_2206	0	38	0	0	0	0	0	0	0	0	0	0
ASV_2207	0	38	0	0	0	0	0	0	0	0	0	0
ASV_2208	0	30	0	8	0	0	0	0	0	0	0	0
ASV_2209	0	19	5	14	0	0	0	0	0	0	0	0
ASV_2210	0	14	0	0	0	0	7	9	8	0	0	0
ASV_2211	0	13	0	0	0	0	0	5	0	15	0	5
